"pertanyaan","jawaban","kategori"
"price list egg dishes","Berikut daftar harga menu telur: TELUR MATA SAPI Rp.10.000, TELUR DADAR Rp.15.000, TELUR DADAR CAY PO Rp.32.000, TELUR REBUS Rp.10.000","harga"
"telur termahal berapa?","Menu telur termahal: TELUR DADAR CAY PO Rp.32.000","harga"
"telur termurah apa?","Menu telur termurah: TELUR MATA SAPI dan TELUR REBUS Rp.10.000","harga"
"range harga telur","Harga menu telur mulai dari Rp.10.000 sampai Rp.32.000","harga"
"beda harga telur dadar dan cay po","TELUR DADAR biasa Rp.15.000, TELUR DADAR CAY PO Rp.32.000 (lebih mahal karena special)","harga"
"kenapa telur cay po mahal?","TELUR DADAR CAY PO Rp.32.000 lebih mahal karena merupakan varian special dengan bahan tambahan","harga"
"telur yang harga 10rb","Telur harga Rp.10.000: TELUR MATA SAPI dan TELUR REBUS","harga"
"recommend menu telur murah","Menu telur murah: TELUR MATA SAPI atau TELUR REBUS Rp.10.000","menu"
"apa itu telur dadar cay po?","TELUR DADAR CAY PO adalah telur dadar special dengan bahan tambahan, harga Rp.32.000","menu"
"perbedaan telur mata sapi dan rebus","TELUR MATA SAPI digoreng, TELUR REBUS direbus, kedua harga sama Rp.10.000","menu"
"telur dadar biasa berapa?","TELUR DADAR biasa: Rp.15.000","harga"
"telur yang paling murah","Telur termurah: TELUR MATA SAPI dan TELUR REBUS Rp.10.000","harga"
"harga egg dishes","Menu telur: Sunny side up Rp.10.000, Omelette Rp.15.000, Special omelette Rp.32.000, Boiled egg Rp.10.000","harga"
"telur untuk sarapan apa?","Untuk sarapan: TELUR MATA SAPI Rp.10.000 atau TELUR DADAR Rp.15.000","menu"
"menu telur sederhana","Menu telur sederhana: TELUR MATA SAPI atau TELUR REBUS Rp.10.000","menu"
"telur special apa?","Telur special: TELUR DADAR CAY PO Rp.32.000","menu"
"bubur ada menu apa saja?","Menu Bubur yang tersedia yaitu: BUBUR POLOS, BUBUR AYAM, BUBUR SAPI, BUBUR IKAN, BUBUR MIX.","menu"
"menu bubur apa yang ada?","Menu Bubur yang tersedia yaitu: BUBUR POLOS, BUBUR AYAM, BUBUR SAPI, BUBUR IKAN, BUBUR MIX.","menu"
"porridge menu apa saja?","Menu Bubur yang tersedia yaitu: BUBUR POLOS, BUBUR AYAM, BUBUR SAPI, BUBUR IKAN, BUBUR MIX.","menu"
"olahan bubur apa yang tersedia?","Menu Bubur yang tersedia yaitu: BUBUR POLOS, BUBUR AYAM, BUBUR SAPI, BUBUR IKAN, BUBUR MIX.","menu"
"jenis bubur ada apa?","Menu Bubur yang tersedia yaitu: BUBUR POLOS, BUBUR AYAM, BUBUR SAPI, BUBUR IKAN, BUBUR MIX.","menu"
"bubur ayam dan sapi ada?","Menu Bubur yang tersedia yaitu: BUBUR POLOS, BUBUR AYAM, BUBUR SAPI, BUBUR IKAN, BUBUR MIX.","menu"
"apakah ada bubur polos?","Tersedia Bubur Polos: Rp.23.000","menu"
"apakah ada bubur ayam?","Tersedia Bubur Ayam: Rp.28.000","menu"
"apakah ada bubur sapi?","Tersedia Bubur Sapi: Rp.40.000","menu"
"apakah ada bubur ikan?","Tersedia Bubur Ikan: Rp.35.000","menu"
"apakah ada bubur mix?","Tersedia Bubur Mix: Rp.50.000","menu"
"harga BUBUR POLOS?","Harga BUBUR POLOS: Rp.23.000","harga"
"bubur polos berapa?","Harga BUBUR POLOS: Rp.23.000","harga"
"plain porridge price","Harga BUBUR POLOS: Rp.23.000","harga"
"harga bubur biasa","Harga BUBUR POLOS: Rp.23.000","harga"
"bubur polos harganya?","Harga BUBUR POLOS: Rp.23.000","harga"
"harga plain congee","Harga BUBUR POLOS: Rp.23.000","harga"
"harga BUBUR AYAM?","Harga BUBUR AYAM: Rp.28.000","harga"
"bubur ayam berapa harganya?","Harga BUBUR AYAM: Rp.28.000","harga"
"chicken porridge price","Harga BUBUR AYAM: Rp.28.000","harga"
"harga bubur dengan ayam","Harga BUBUR AYAM: Rp.28.000","harga"
"bubur ayam berapa?","Harga BUBUR AYAM: Rp.28.000","harga"
"harga chicken congee","Harga BUBUR AYAM: Rp.28.000","harga"
"harga BUBUR SAPI?","Harga BUBUR SAPI: Rp.40.000","harga"
"bubur sapi harganya?","Harga BUBUR SAPI: Rp.40.000","harga"
"beef porridge price","Harga BUBUR SAPI: Rp.40.000","harga"
"harga bubur daging sapi","Harga BUBUR SAPI: Rp.40.000","harga"
"bubur sapi berapa?","Harga BUBUR SAPI: Rp.40.000","harga"
"harga beef congee","Harga BUBUR SAPI: Rp.40.000","harga"
"harga BUBUR IKAN?","Harga BUBUR IKAN: Rp.35.000","harga"
"bubur ikan berapa?","Harga BUBUR IKAN: Rp.35.000","harga"
"fish porridge price","Harga BUBUR IKAN: Rp.35.000","harga"
"harga bubur dengan ikan","Harga BUBUR IKAN: Rp.35.000","harga"
"bubur ikan harganya?","Harga BUBUR IKAN: Rp.35.000","harga"
"harga fish congee","Harga BUBUR IKAN: Rp.35.000","harga"
"harga BUBUR MIX?","Harga BUBUR MIX: Rp.50.000","harga"
"bubur mix berapa harganya?","Harga BUBUR MIX: Rp.50.000","harga"
"mixed porridge price","Harga BUBUR MIX: Rp.50.000","harga"
"harga bubur campur","Harga BUBUR MIX: Rp.50.000","harga"
"bubur mix berapa?","Harga BUBUR MIX: Rp.50.000","harga"
"harga mixed congee","Harga BUBUR MIX: Rp.50.000","harga"
"daftar harga menu bubur","Berikut daftar harga menu bubur: BUBUR POLOS Rp.23.000, BUBUR AYAM Rp.28.000, BUBUR IKAN Rp.35.000, BUBUR SAPI Rp.40.000, BUBUR MIX Rp.50.000","harga"
"harga semua jenis bubur","Berikut daftar harga menu bubur: BUBUR POLOS Rp.23.000, BUBUR AYAM Rp.28.000, BUBUR IKAN Rp.35.000, BUBUR SAPI Rp.40.000, BUBUR MIX Rp.50.000","harga"
"price list porridge","Berikut daftar harga menu bubur: BUBUR POLOS Rp.23.000, BUBUR AYAM Rp.28.000, BUBUR IKAN Rp.35.000, BUBUR SAPI Rp.40.000, BUBUR MIX Rp.50.000","harga"
"bubur termahal berapa?","Menu bubur termahal: BUBUR MIX Rp.50.000","harga"
"bubur termurah apa?","Menu bubur termurah: BUBUR POLOS Rp.23.000","harga"
"range harga bubur","Harga menu bubur mulai dari Rp.23.000 sampai Rp.50.000","harga"
"beda harga bubur ayam dan sapi","BUBUR AYAM Rp.28.000, BUBUR SAPI Rp.40.000","harga"
"bubur yang murah apa?","Bubur termurah: BUBUR POLOS Rp.23.000","harga"
"bubur mix isinya apa?","BUBUR MIX adalah bubur campur dengan berbagai topping, harga Rp.50.000","menu"
"recommend bubur untuk sakit","Untuk yang sedang sakit: BUBUR POLOS Rp.23.000 (paling ringan)","menu"
"bubur paling enak apa?","Semua bubur kami enak! BUBUR MIX Rp.50.000 paling komplit, BUBUR AYAM Rp.28.000 paling populer","menu"
"bubur untuk diet","Untuk diet: BUBUR POLOS Rp.23.000 atau BUBUR IKAN Rp.35.000","menu"
"perbedaan bubur polos dan mix","BUBUR POLOS: bubur biasa tanpa topping Rp.23.000, BUBUR MIX: bubur dengan berbagai topping Rp.50.000","menu"
"bubur harga 50rb","Bubur harga Rp.50.000: BUBUR MIX","harga"
"bubur dengan harga 23rb","Bubur harga Rp.23.000: BUBUR POLOS","harga"
"urutkan harga bubur dari termurah","Urutan harga bubur: POLOS Rp.23.000, AYAM Rp.28.000, IKAN Rp.35.000, SAPI Rp.40.000, MIX Rp.50.000","harga"
"bubur sapi kenapa lebih mahal?","BUBUR SAPI Rp.40.000 lebih mahal karena menggunakan daging sapi sebagai bahan premium","harga"
"bubur ayam worth it?","BUBUR AYAM Rp.28.000 sangat worth it dengan rasa yang lezat dan harga terjangkau","menu"
"mie ada menu apa saja?","Menu Mie yang tersedia yaitu: MIE GORENG ALA ROYAL'S, MIE GORENG AYAM, MIE GORENG SEAFOOD, MIE GORENG CAKALANG FUFU, MIE GORENG ULANG TAHUN, MIE GORENG SAPI, MIE GORENG TELUR, MIE KUAH SEAFOOD, MIE KUAH AYAM, MISOA KUAH, MIE KUAH CAKALANG FUFU, MIE PANGSIT AYAM, TAMI CAP CAY, I FU MIE AYAM, I FU MIE SEAFOOD, MIE UDON GORENG, MIE UDON KUAH, MIE UDON KARI.","menu"
"menu mie apa yang ada?","Menu Mie yang tersedia yaitu: MIE GORENG ALA ROYAL'S, MIE GORENG AYAM, MIE GORENG SEAFOOD, MIE GORENG CAKALANG FUFU, MIE GORENG ULANG TAHUN, MIE GORENG SAPI, MIE GORENG TELUR, MIE KUAH SEAFOOD, MIE KUAH AYAM, MISOA KUAH, MIE KUAH CAKALANG FUFU, MIE PANGSIT AYAM, TAMI CAP CAY, I FU MIE AYAM, I FU MIE SEAFOOD, MIE UDON GORENG, MIE UDON KUAH, MIE UDON KARI.","menu"
"noodle menu apa saja?","Menu Mie yang tersedia yaitu: MIE GORENG ALA ROYAL'S, MIE GORENG AYAM, MIE GORENG SEAFOOD, MIE GORENG CAKALANG FUFU, MIE GORENG ULANG TAHUN, MIE GORENG SAPI, MIE GORENG TELUR, MIE KUAH SEAFOOD, MIE KUAH AYAM, MISOA KUAH, MIE KUAH CAKALANG FUFU, MIE PANGSIT AYAM, TAMI CAP CAY, I FU MIE AYAM, I FU MIE SEAFOOD, MIE UDON GORENG, MIE UDON KUAH, MIE UDON KARI.","menu"
"mie goreng dan kuah ada varian apa?","Menu Mie yang tersedia yaitu: MIE GORENG ALA ROYAL'S, MIE GORENG AYAM, MIE GORENG SEAFOOD, MIE GORENG CAKALANG FUFU, MIE GORENG ULANG TAHUN, MIE GORENG SAPI, MIE GORENG TELUR, MIE KUAH SEAFOOD, MIE KUAH AYAM, MISOA KUAH, MIE KUAH CAKALANG FUFU, MIE PANGSIT AYAM, TAMI CAP CAY, I FU MIE AYAM, I FU MIE SEAFOOD, MIE UDON GORENG, MIE UDON KUAH, MIE UDON KARI.","menu"
"jenis mie apa yang tersedia?","Menu Mie yang tersedia yaitu: MIE GORENG ALA ROYAL'S, MIE GORENG AYAM, MIE GORENG SEAFOOD, MIE GORENG CAKALANG FUFU, MIE GORENG ULANG TAHUN, MIE GORENG SAPI, MIE GORENG TELUR, MIE KUAH SEAFOOD, MIE KUAH AYAM, MISOA KUAH, MIE KUAH CAKALANG FUFU, MIE PANGSIT AYAM, TAMI CAP CAY, I FU MIE AYAM, I FU MIE SEAFOOD, MIE UDON GORENG, MIE UDON KUAH, MIE UDON KARI.","menu"
"apakah ada mie goreng ala royal's?","Tersedia Mie Goreng Ala Royal's: Rp.33.000","menu"
"apakah ada mie goreng ayam?","Tersedia Mie Goreng Ayam: Rp.33.000","menu"
"apakah ada mie goreng seafood?","Tersedia Mie Goreng Seafood: Rp.40.000","menu"
"apakah ada mie goreng cakalang fufu?","Tersedia Mie Goreng Cakalang Fufu: Rp.36.000","menu"
"apakah ada mie goreng ulang tahun?","Tersedia Mie Goreng Ulang Tahun: Rp.38.000","menu"
"apakah ada mie goreng sapi?","Tersedia Mie Goreng Sapi: Rp.45.000","menu"
"apakah ada mie goreng telur?","Tersedia Mie Goreng Telur: Rp.32.000","menu"
"apakah ada mie kuah seafood?","Tersedia Mie Kuah Seafood: Rp.45.000","menu"
"apakah ada mie kuah ayam?","Tersedia Mie Kuah Ayam: Rp.33.000","menu"
"apakah ada misoa kuah?","Tersedia Misoa Kuah: Rp.73.000","menu"
"apakah ada mie kuah cakalang fufu?","Tersedia Mie Kuah Cakalang Fufu: Rp.33.000","menu"
"apakah ada mie pangsit ayam?","Tersedia Mie Pangsit Ayam: Rp.37.000","menu"
"apakah ada tami cap cay?","Tersedia Tami Cap Cay: Rp.55.000","menu"
"apakah ada i fu mie ayam?","Tersedia I Fu Mie Ayam: Rp.45.000","menu"
"apakah ada i fu mie seafood?","Tersedia I Fu Mie Seafood: Rp.50.000","menu"
"apakah ada mie udon goreng?","Tersedia Mie Udon Goreng: Rp.65.000","menu"
"apakah ada mie udon kuah?","Tersedia Mie Udon Kuah: Rp.75.000","menu"
"apakah ada mie udon kari?","Tersedia Mie Udon Kari: Rp.75.000","menu"
"harga MIE GORENG ALA ROYAL'S?","Harga MIE GORENG ALA ROYAL'S: Rp.33.000","harga"
"mie goreng royal's berapa?","Harga MIE GORENG ALA ROYAL'S: Rp.33.000","harga"
"royal's fried noodles price","Harga MIE GORENG ALA ROYAL'S: Rp.33.000","harga"
"harga mie goreng special","Harga MIE GORENG ALA ROYAL'S: Rp.33.000","harga"
"harga MIE GORENG AYAM?","Harga MIE GORENG AYAM: Rp.33.000","harga"
"mie goreng ayam berapa?","Harga MIE GORENG AYAM: Rp.33.000","harga"
"chicken fried noodles harga","Harga MIE GORENG AYAM: Rp.33.000","harga"
"harga mie goreng dengan ayam","Harga MIE GORENG AYAM: Rp.33.000","harga"
"harga MIE GORENG SEAFOOD?","Harga MIE GORENG SEAFOOD: Rp.40.000","harga"
"mie goreng seafood harganya?","Harga MIE GORENG SEAFOOD: Rp.40.000","harga"
"seafood fried noodles price","Harga MIE GORENG SEAFOOD: Rp.40.000","harga"
"harga mie goreng seafood","Harga MIE GORENG SEAFOOD: Rp.40.000","harga"
"harga MIE GORENG CAKALANG FUFU?","Harga MIE GORENG CAKALANG FUFU: Rp.36.000","harga"
"mie goreng cakalang fufu berapa?","Harga MIE GORENG CAKALANG FUFU: Rp.36.000","harga"
"smoked skipjack tuna noodles price","Harga MIE GORENG CAKALANG FUFU: Rp.36.000","harga"
"harga mie cakalang","Harga MIE GORENG CAKALANG FUFU: Rp.36.000","harga"
"harga MIE GORENG ULANG TAHUN?","Harga MIE GORENG ULANG TAHUN: Rp.38.000","harga"
"mie goreng ulang tahun harganya?","Harga MIE GORENG ULANG TAHUN: Rp.38.000","harga"
"birthday fried noodles price","Harga MIE GORENG ULANG TAHUN: Rp.38.000","harga"
"harga mie special ulang tahun","Harga MIE GORENG ULANG TAHUN: Rp.38.000","harga"
"harga MIE GORENG SAPI?","Harga MIE GORENG SAPI: Rp.45.000","harga"
"mie goreng sapi berapa?","Harga MIE GORENG SAPI: Rp.45.000","harga"
"beef fried noodles harga","Harga MIE GORENG SAPI: Rp.45.000","harga"
"harga mie goreng dengan daging sapi","Harga MIE GORENG SAPI: Rp.45.000","harga"
"harga MIE GORENG TELUR?","Harga MIE GORENG TELUR: Rp.32.000","harga"
"mie goreng telur harganya?","Harga MIE GORENG TELUR: Rp.32.000","harga"
"egg fried noodles price","Harga MIE GORENG TELUR: Rp.32.000","harga"
"harga mie goreng telur","Harga MIE GORENG TELUR: Rp.32.000","harga"
"harga MIE KUAH SEAFOOD?","Harga MIE KUAH SEAFOOD: Rp.45.000","harga"
"mie kuah seafood berapa?","Harga MIE KUAH SEAFOOD: Rp.45.000","harga"
"seafood noodle soup price","Harga MIE KUAH SEAFOOD: Rp.45.000","harga"
"harga mie soup seafood","Harga MIE KUAH SEAFOOD: Rp.45.000","harga"
"harga MIE KUAH AYAM?","Harga MIE KUAH AYAM: Rp.33.000","harga"
"mie kuah ayam harganya?","Harga MIE KUAH AYAM: Rp.33.000","harga"
"chicken noodle soup price","Harga MIE KUAH AYAM: Rp.33.000","harga"
"harga mie ayam kuah","Harga MIE KUAH AYAM: Rp.33.000","harga"
"harga MISOA KUAH?","Harga MISOA KUAH: Rp.73.000","harga"
"misoa kuah berapa?","Harga MISOA KUAH: Rp.73.000","harga"
"misoa soup price","Harga MISOA KUAH: Rp.73.000","harga"
"harga misoa berkuah","Harga MISOA KUAH: Rp.73.000","harga"
"harga MIE KUAH CAKALANG FUFU?","Harga MIE KUAH CAKALANG FUFU: Rp.33.000","harga"
"mie kuah cakalang fufu harganya?","Harga MIE KUAH CAKALANG FUFU: Rp.33.000","harga"
"smoked tuna noodle soup price","Harga MIE KUAH CAKALANG FUFU: Rp.33.000","harga"
"harga mie kuah cakalang","Harga MIE KUAH CAKALANG FUFU: Rp.33.000","harga"
"harga MIE PANGSIT AYAM?","Harga MIE PANGSIT AYAM: Rp.37.000","harga"
"mie pangsit ayam berapa?","Harga MIE PANGSIT AYAM: Rp.37.000","harga"
"chicken wonton noodles price","Harga MIE PANGSIT AYAM: Rp.37.000","harga"
"harga mie pangsit","Harga MIE PANGSIT AYAM: Rp.37.000","harga"
"harga TAMI CAP CAY?","Harga TAMI CAP CAY: Rp.55.000","harga"
"tami cap cay harganya?","Harga TAMI CAP CAY: Rp.55.000","harga"
"tami cap cay price","Harga TAMI CAP CAY: Rp.55.000","harga"
"harga tami cap cay","Harga TAMI CAP CAY: Rp.55.000","harga"
"harga I FU MIE AYAM?","Harga I FU MIE AYAM: Rp.45.000","harga"
"i fu mie ayam berapa?","Harga I FU MIE AYAM: Rp.45.000","harga"
"e-fu noodles chicken price","Harga I FU MIE AYAM: Rp.45.000","harga"
"harga i fu mie","Harga I FU MIE AYAM: Rp.45.000","harga"
"harga I FU MIE SEAFOOD?","Harga I FU MIE SEAFOOD: Rp.50.000","harga"
"i fu mie seafood harganya?","Harga I FU MIE SEAFOOD: Rp.50.000","harga"
"e-fu noodles seafood price","Harga I FU MIE SEAFOOD: Rp.50.000","harga"
"harga i fu mie seafood","Harga I FU MIE SEAFOOD: Rp.50.000","harga"
"harga MIE UDON GORENG?","Harga MIE UDON GORENG: Rp.65.000","harga"
"mie udon goreng berapa?","Harga MIE UDON GORENG: Rp.65.000","harga"
"fried udon noodles price","Harga MIE UDON GORENG: Rp.65.000","harga"
"harga udon goreng","Harga MIE UDON GORENG: Rp.65.000","harga"
"harga MIE UDON KUAH?","Harga MIE UDON KUAH: Rp.75.000","harga"
"mie udon kuah harganya?","Harga MIE UDON KUAH: Rp.75.000","harga"
"udon noodle soup price","Harga MIE UDON KUAH: Rp.75.000","harga"
"harga udon kuah","Harga MIE UDON KUAH: Rp.75.000","harga"
"harga MIE UDON KARI?","Harga MIE UDON KARI: Rp.75.000","harga"
"mie udon kari berapa?","Harga MIE UDON KARI: Rp.75.000","harga"
"curry udon noodles price","Harga MIE UDON KARI: Rp.75.000","harga"
"harga udon kari","Harga MIE UDON KARI: Rp.75.000","harga"
"daftar harga menu mie","Berikut daftar harga menu mie: Basic Rp.32.000-33.000, Medium Rp.36.000-45.000, Premium Rp.50.000-75.000, Udon Rp.65.000-75.000","harga"
"harga semua jenis mie","Berikut range harga mie: Mie Goreng Rp.32.000-45.000, Mie Kuah Rp.33.000-73.000, Special Rp.55.000-75.000","harga"
"price list noodles","Berikut kategori harga: Regular Rp.32.000-38.000, Seafood Rp.40.000-50.000, Special Rp.45.000-75.000, Udon Rp.65.000-75.000","harga"
"mie termahal berapa?","Menu mie termahal: MIE UDON KUAH dan MIE UDON KARI Rp.75.000","harga"
"mie termurah apa?","Menu mie termurah: MIE GORENG TELUR Rp.32.000","harga"
"range harga mie","Harga menu mie mulai dari Rp.32.000 sampai Rp.75.000","harga"
"recommend mie murah","Mie murah: MIE GORENG TELUR Rp.32.000 atau MIE GORENG AYAM Rp.33.000","menu"
"mie udon harga berapa?","Mie Udon: Goreng Rp.65.000, Kuah Rp.75.000, Kari Rp.75.000","harga"
"beda mie goreng dan kuah","Mie goreng: kering, Mie kuah: berkuah. Harga bervariasi tergantung topping","menu"
"mie special apa saja?","Mie special: MIE UDON, I FU MIE, TAMI CAP CAY, dan MISOA KUAH","menu"
"harga mie untuk budget 35rb","Mie harga sekitar Rp.35.000: MIE GORENG CAKALANG FUFU Rp.36.000, MIE PANGSIT AYAM Rp.37.000","harga"
"mie seafood yang murah","Mie seafood termurah: MIE GORENG SEAFOOD Rp.40.000","harga"
"perbedaan i fu mie dan mie biasa","I Fu Mie adalah mie telur pipih dari Hong Kong, tekstur lebih kenyal","menu"
"misoa kenapa mahal?","MISOA KUAH Rp.73.000 karena menggunakan misoa (mie beras halus) premium dengan kuah special","harga"
"bihun ada menu apa saja?","Menu Bihun yang tersedia yaitu: BIHUN SPESIAL ALA ROYAL'S, BIHUN GORENG AYAM, BIHUN GORENG SEAFOOD, BIHUN GORENG KEPITING, BIHUN KUAH SAPI, BIHUN KUAH AYAM, BIHUN KUAH SEAFOOD.","menu"
"menu bihun apa yang ada?","Menu Bihun yang tersedia yaitu: BIHUN SPESIAL ALA ROYAL'S, BIHUN GORENG AYAM, BIHUN GORENG SEAFOOD, BIHUN GORENG KEPITING, BIHUN KUAH SAPI, BIHUN KUAH AYAM, BIHUN KUAH SEAFOOD.","menu"
"rice vermicelli menu apa saja?","Menu Bihun yang tersedia yaitu: BIHUN SPESIAL ALA ROYAL'S, BIHUN GORENG AYAM, BIHUN GORENG SEAFOOD, BIHUN GORENG KEPITING, BIHUN KUAH SAPI, BIHUN KUAH AYAM, BIHUN KUAH SEAFOOD.","menu"
"bihun goreng dan kuah ada varian apa?","Menu Bihun yang tersedia yaitu: BIHUN SPESIAL ALA ROYAL'S, BIHUN GORENG AYAM, BIHUN GORENG SEAFOOD, BIHUN GORENG KEPITING, BIHUN KUAH SAPI, BIHUN KUAH AYAM, BIHUN KUAH SEAFOOD.","menu"
"jenis bihun apa yang tersedia?","Menu Bihun yang tersedia yaitu: BIHUN SPESIAL ALA ROYAL'S, BIHUN GORENG AYAM, BIHUN GORENG SEAFOOD, BIHUN GORENG KEPITING, BIHUN KUAH SAPI, BIHUN KUAH AYAM, BIHUN KUAH SEAFOOD.","menu"
"apakah ada bihun spesial ala royal's?","Tersedia Bihun Spesial Ala Royal's: Rp.45.000","menu"
"apakah ada bihun goreng ayam?","Tersedia Bihun Goreng Ayam: Rp.33.000","menu"
"apakah ada bihun goreng seafood?","Tersedia Bihun Goreng Seafood: Rp.40.000","menu"
"apakah ada bihun goreng kepiting?","Tersedia Bihun Goreng Kepiting: Rp.40.000","menu"
"apakah ada bihun kuah sapi?","Tersedia Bihun Kuah Sapi: Rp.42.000","menu"
"apakah ada bihun kuah ayam?","Tersedia Bihun Kuah Ayam: Rp.33.000","menu"
"apakah ada bihun kuah seafood?","Tersedia Bihun Kuah Seafood: Rp.40.000","menu"
"harga BIHUN SPESIAL ALA ROYAL'S?","Harga BIHUN SPESIAL ALA ROYAL'S: Rp.45.000","harga"
"bihun spesial royal's berapa?","Harga BIHUN SPESIAL ALA ROYAL'S: Rp.45.000","harga"
"royal's special rice vermicelli price","Harga BIHUN SPESIAL ALA ROYAL'S: Rp.45.000","harga"
"harga bihun special royal","Harga BIHUN SPESIAL ALA ROYAL'S: Rp.45.000","harga"
"bihun royal's harganya?","Harga BIHUN SPESIAL ALA ROYAL'S: Rp.45.000","harga"
"harga bihun termahal","Harga BIHUN SPESIAL ALA ROYAL'S: Rp.45.000 (menu bihun termahal)","harga"
"harga BIHUN GORENG AYAM?","Harga BIHUN GORENG AYAM: Rp.33.000","harga"
"bihun goreng ayam berapa?","Harga BIHUN GORENG AYAM: Rp.33.000","harga"
"chicken fried rice vermicelli price","Harga BIHUN GORENG AYAM: Rp.33.000","harga"
"harga bihun goreng dengan ayam","Harga BIHUN GORENG AYAM: Rp.33.000","harga"
"bihun ayam goreng harganya?","Harga BIHUN GORENG AYAM: Rp.33.000","harga"
"harga BIHUN GORENG SEAFOOD?","Harga BIHUN GORENG SEAFOOD: Rp.40.000","harga"
"bihun goreng seafood berapa?","Harga BIHUN GORENG SEAFOOD: Rp.40.000","harga"
"seafood fried rice vermicelli price","Harga BIHUN GORENG SEAFOOD: Rp.40.000","harga"
"harga bihun goreng seafood","Harga BIHUN GORENG SEAFOOD: Rp.40.000","harga"
"bihun seafood goreng harganya?","Harga BIHUN GORENG SEAFOOD: Rp.40.000","harga"
"harga BIHUN GORENG KEPITING?","Harga BIHUN GORENG KEPITING: Rp.40.000","harga"
"bihun goreng kepiting berapa?","Harga BIHUN GORENG KEPITING: Rp.40.000","harga"
"crab fried rice vermicelli price","Harga BIHUN GORENG KEPITING: Rp.40.000","harga"
"harga bihun goreng kepiting","Harga BIHUN GORENG KEPITING: Rp.40.000","harga"
"bihun kepiting harganya?","Harga BIHUN GORENG KEPITING: Rp.40.000","harga"
"harga BIHUN KUAH SAPI?","Harga BIHUN KUAH SAPI: Rp.42.000","harga"
"bihun kuah sapi berapa?","Harga BIHUN KUAH SAPI: Rp.42.000","harga"
"beef rice vermicelli soup price","Harga BIHUN KUAH SAPI: Rp.42.000","harga"
"harga bihun kuah dengan sapi","Harga BIHUN KUAH SAPI: Rp.42.000","harga"
"bihun sapi kuah harganya?","Harga BIHUN KUAH SAPI: Rp.42.000","harga"
"harga BIHUN KUAH AYAM?","Harga BIHUN KUAH AYAM: Rp.33.000","harga"
"bihun kuah ayam berapa?","Harga BIHUN KUAH AYAM: Rp.33.000","harga"
"chicken rice vermicelli soup price","Harga BIHUN KUAH AYAM: Rp.33.000","harga"
"harga bihun ayam kuah","Harga BIHUN KUAH AYAM: Rp.33.000","harga"
"bihun kuah ayam harganya?","Harga BIHUN KUAH AYAM: Rp.33.000","harga"
"harga BIHUN KUAH SEAFOOD?","Harga BIHUN KUAH SEAFOOD: Rp.40.000","harga"
"bihun kuah seafood berapa?","Harga BIHUN KUAH SEAFOOD: Rp.40.000","harga"
"seafood rice vermicelli soup price","Harga BIHUN KUAH SEAFOOD: Rp.40.000","harga"
"harga bihun kuah seafood","Harga BIHUN KUAH SEAFOOD: Rp.40.000","harga"
"bihun seafood kuah harganya?","Harga BIHUN KUAH SEAFOOD: Rp.40.000","harga"
